listing_id,title,url,createdAt,neighbourhood,make,model,year,age,kilometers,mileage_per_year,bodyType,noOfCylinders,horsepower,transmissionType,fuelType,regionalSpecs,exteriorColor,sellerType,city,price,log_price,scraped_at,photo_urls
16792121,NISSAN PATROL LE T2 3.5L VR35 9AT 2026 MY,https://dubai.dubizzle.com/motors/used-cars/nissan/patrol/2026/4/4/nissan-patrol-le-t2-35l-vr35-9at-2026-my-2-308---b3431ab0e5d94b53b43bb22de79f3d40/,,Ras Al Khor Industrial,nissan,patrol,2026,0,0,0.0,SUV,6.0,,Automatic,Petrol,GCC,,Dealer,Dubai,260000,12.468436909997665,,
16792184,NISSAN MAGNITE VISIA 1.0L TURBO CVT 2025 MODEL (WHITE),https://dubai.dubizzle.com/motors/used-cars/nissan/magnite/2026/4/4/nissan-magnite-visia-10l-turbo-cvt-2025-mo-2-892---e47b2f8bf0244ee9902f26f57ded72ed/,,Ras Al Khor Industrial,nissan,magnite,2025,1,0,0.0,SUV,3.0,,Automatic,Petrol,Other,,Dealer,Dubai,43000,10.668955394675699,,
16906297,Nissan Micra 2020 GCC Specs - Premium Low KM Clean Single Hand Driven Hatchback,https://dubai.dubizzle.com/motors/used-cars/nissan/micra/2026/7/11/nissan-micra-2020-gcc-specs-premium-low-km-2-063---251525499c93482eb818c18d661103e9/,,Ras Al Khor Industrial 3,nissan,micra,2020,6,58000,9666.67,Hatchback,4.0,,Automatic,Petrol,GCC,,Dealer,Dubai,16600,9.717157974344635,,
16812974,-2025 Toyota Fortuner VXR - GCC Specs -  under warranty and contact service 80000 Brand New!,https://abudhabi.dubizzle.com/motors/used-cars/toyota/fortuner/2026/4/22/-2025-toyota-fortuner-vxr-gcc-specs-under--3-611---229a033cde5f4df788f057325bd7f39b/,,ICAD V,toyota,fortuner,2025,1,28000,28000.0,SUV,6.0,,Automatic,Petrol,GCC,,Dealer,Abu Dhabi,155000,11.951180395901384,,
16833739,2021 Toyota Camry LE | Excellent Condition | Canadian Specs,https://abudhabi.dubizzle.com/motors/used-cars/toyota/camry/2026/5/10/2021-toyota-camry-le-excellent-condition-c-3-307---3b3e020f146c424e8972bcb71e1d3b46/,,Shams Abu Dhabi,toyota,camry,2021,5,195000,39000.0,Sedan,4.0,,Automatic,Petrol,Canadian,,Owner,Abu Dhabi,48000,10.778956289890028,,
16900575,**Special offer** RAV4 5 DR 4X2 P 2.5L AT EX RA,https://abudhabi.dubizzle.com/motors/used-cars/toyota/rav-4/2026/7/7/special-offer-rav4-5-dr-4x2-p-25l-at-ex-ra-3-171---08c2c5182d4d49b0901b52447c10c754/,,Mussafah East,toyota,rav 4,2025,1,7896,7896.0,SUV,4.0,,Automatic,Petrol,GCC,,Dealership/Certified Pre-Owned,Abu Dhabi,95900,11.47106126087153,,
16741980,"720-Monthly l GCC l Cruise, Camera, GPS l Accident Free",https://abudhabi.dubizzle.com/motors/used-cars/toyota/corolla/2026/2/12/820-monthly-l-gcc-l-cruise-camera-gps-l-ac-3-921---b2222b12b1c34d638f38bd89140ca7d5/,,ICAD V,toyota,corolla,2023,3,61000,20333.33,Sedan,4.0,,Automatic,Petrol,GCC,,Dealer,Abu Dhabi,48999,10.799555168721248,,
16890966,**Special offer** COROLLA CROSS HYBRID 5 DR 4X2 H 1.8L CVT XL RA,https://abudhabi.dubizzle.com/motors/used-cars/toyota/corolla-cross/2026/6/29/special-offer-corolla-cross-hybrid-5-dr-4x-3-334---9a54160f14bd423dbb33704c3f4b930e/,,Mussafah East,toyota,corolla cross,2025,1,9943,9943.0,SUV,4.0,,Automatic,Hybrid,GCC,,Dealership/Certified Pre-Owned,Abu Dhabi,89900,11.406453220459712,,
16890176,TOYOTA YARIS 2023 1.5L GCC (620/-MONTHLY),https://abudhabi.dubizzle.com/motors/used-cars/toyota/yaris/2026/6/28/toyota-yaris-2023-15l-gcc-620-monthly-3-855---0ca83b6a95e94c3dbfadbbaea4671d6b/,,ICAD V,toyota,yaris,2023,3,52000,17333.33,Sedan,4.0,,Automatic,Petrol,GCC,,Dealer,Abu Dhabi,41999,10.645401087458245,,
16802511,"710-Monthly l GCC l Cruise, Camera, GPS l Accident Free",https://abudhabi.dubizzle.com/motors/used-cars/toyota/corolla/2026/4/13/760-monthly-l-gcc-l-cruise-camera-gps-l-ac-3-980---a25f33b903824356b45ed9edcc1021d2/,,Mussafah Industrial Area,toyota,corolla,2022,4,66000,16500.0,Sedan,4.0,,Automatic,Petrol,GCC,,Dealer,Abu Dhabi,47500,10.768484990022733,,
16731720,TOYOTA YARIS 2023 1.5L GCC (620/-MONTHLY),https://abudhabi.dubizzle.com/motors/used-cars/toyota/yaris/2026/2/4/toyota-yaris-2023-15l-gcc-720-monthly-3-309---b8bf6ef3de434c34a952eba321a839f9/,,Mussafah Industrial Area,toyota,yaris,2023,3,53000,17666.67,Sedan,4.0,,Automatic,Petrol,GCC,,Dealer,Abu Dhabi,41999,10.645401087458245,,
16891517,AED 1034/month | 2025 Toyota Urban Cruiser  | GCC Specs | Ref#489801,https://abudhabi.dubizzle.com/motors/used-cars/toyota/urban-cruiser/2026/7/14/aed-1034month-2025-toyota-urban-cruiser-gc-3-970---7c8b05d940d54c5fb19b6c1e8d1dc7d5/,,Mussafah,toyota,urban cruiser,2025,1,29530,29530.0,SUV,4.0,,Automatic,Petrol,GCC,,Dealer,Abu Dhabi,68000,11.127262984158243,,
16908544,Toyota RAV4 2016 GCC Specs - Reliable SUV in Excellent Condition,https://abudhabi.dubizzle.com/motors/used-cars/toyota/rav-4/2026/7/13/toyota-rav4-2016-gcc-specs-reliable-suv-in-3-328---21dd34c152f842ea842db216bc2670ce/,,Al Markaziya,toyota,rav 4,2016,10,130000,13000.0,SUV,4.0,,Automatic,Petrol,GCC,,Owner,Abu Dhabi,38500,10.558413520275876,,
16907732,Toyota Land Cruiser GXR 2009 | GCC Specs | V6 Engine,https://abudhabi.dubizzle.com/motors/used-cars/toyota/land-cruiser/2026/7/13/toyota-land-cruiser-gxr-2009-gcc-specs-v6--3-987---1ff4a059269c453a9dc46aa234e83c26/,,Mussafah Industrial Area,toyota,land cruiser,2009,17,440000,25882.35,SUV,6.0,,Automatic,Petrol,GCC,,Owner,Abu Dhabi,52000,10.858998997563564,,
16815984,AED 1581/month | 2023 Toyota Rav 4  | GCC Specs | Ref#455697,https://abudhabi.dubizzle.com/motors/used-cars/toyota/rav-4/2026/7/13/aed-1702month-2023-toyota-rav-4-adventure--3-255---2886dba072e0406f9408e64774a99fb6/,,Mussafah,toyota,rav 4,2023,3,95260,31753.33,SUV,4.0,,Automatic,Petrol,GCC,,Dealer,Abu Dhabi,104000,11.55214617812351,,
16906797,AED 2614/month | 2024 Toyota Highlander  | GCC Specs | Ref#493775,https://abudhabi.dubizzle.com/motors/used-cars/toyota/highlander/2026/7/13/aed-2614month-2024-toyota-highlander-gcc-s-3-594---6df864d2f9b3402490422d9e52fbfb2f/,,Mussafah,toyota,highlander,2024,2,21102,10551.0,SUV,4.0,,Automatic,Hybrid,GCC,,Dealer,Abu Dhabi,172000,12.05524975579559,,
16906829,AED 1292/month | 2021 Toyota Fortuner  | GCC Specs | Ref#495177,https://abudhabi.dubizzle.com/motors/used-cars/toyota/fortuner/2026/7/13/aed-1292month-2021-toyota-fortuner-gcc-spe-3-559---4945cd9dcd2548c39d32ca154437a6fb/,,Mussafah,toyota,fortuner,2021,5,112002,22400.4,SUV,6.0,,Automatic,Petrol,GCC,,Dealer,Abu Dhabi,85000,11.350406535472453,,
16777566,AED 788/month | 2018 Toyota Rav 4  | GCC Specs | Ref#436121,https://abudhabi.dubizzle.com/motors/used-cars/toyota/rav-4/2026/3/17/aed-925month-2018-toyota-rav-4-gcc-specs-r-3-643---86a971041a244e589106b70ce26d252a/,,Mussafah,toyota,rav 4,2018,8,244447,30555.88,SUV,4.0,,Automatic,Petrol,GCC,,Dealer,Abu Dhabi,42500,10.657259354912508,,
16888187,Toyota Yaris 2009,https://abudhabi.dubizzle.com/motors/used-cars/toyota/yaris/2026/6/26/toyota-yaris-2009-japanese-specs-reliable--3-445---99ca49c521c34173bcaed35789c9b13a/,,Zayed City,toyota,yaris,2009,17,500000,29411.76,Sedan,4.0,,Automatic,Petrol,Japanese,,Owner,Abu Dhabi,14000,9.546812608597396,,
16907030,Toyota Hiace high roof freezer GLX 2013 GCC Specs,https://abudhabi.dubizzle.com/motors/used-cars/toyota/hiace/2026/7/12/toyota-hiace-high-roof-freezer-glx-2013-gc-3-619---e640fcc29e034320bb9491d886c8c41a/,,Al Nahyan,toyota,hiace,2013,13,485000,37307.69,Van,4.0,,Manual,Petrol,GCC,,Owner,Abu Dhabi,45000,10.714417768752456,,
16870591,Toyota Sequoia 2013 GCC,https://abudhabi.dubizzle.com/motors/used-cars/toyota/sequoia/2026/6/12/toyota-sequoia-2013-gcc-3-791---ce82aa23c11a443ab45306adda0c14b0/,,Abu Dhabi,toyota,sequoia,2013,13,371186,28552.77,SUV,8.0,,Automatic,Petrol,GCC,,Owner,Abu Dhabi,40000,10.596634733096073,,
16835447,Inspected Car | 2011 Toyota Prado TXL | GCC Specs | Ref#461854,https://abudhabi.dubizzle.com/motors/used-cars/toyota/prado/2026/5/11/inspected-car-2011-toyota-prado-txl-gcc-sp-3-159---408acd46e1b941daa1edeebd30df56ac/,,Mussafah,toyota,prado,2011,15,231095,15406.33,SUV,6.0,,Automatic,Petrol,GCC,,Dealer,Abu Dhabi,52000,10.858998997563564,,
16814115,AED 4133/month | 2023 Toyota Land Cruiser  | GCC Specs | Ref#449446,https://abudhabi.dubizzle.com/motors/used-cars/toyota/land-cruiser/2026/7/12/aed-4255month-2023-toyota-land-cruiser-gcc-3-908---e3528e0c9a0441ec8da30d0187ea75d6/,,Al Reem Island,toyota,land cruiser,2023,3,31276,10425.33,SUV,6.0,,Automatic,Petrol,GCC,,Dealer,Abu Dhabi,272000,12.513557345278134,,
16905952,Full Options Land Cruiser 2025 GXR 4.0 L + Al Futtaim Warranty,https://abudhabi.dubizzle.com/motors/used-cars/toyota/land-cruiser/2026/7/11/land-cruiser-2025-gxr-40-l-al-futtaim-warr-3-285---f36a89e9fdcc4c24a01861901ef127ed/,,Al Forsan Village,toyota,land cruiser,2025,1,35000,35000.0,SUV,6.0,,Automatic,Petrol,GCC,,Owner,Abu Dhabi,249000,12.425208175446844,,
16905948,AED 806/month | 2023 Toyota Urban Cruiser  | GCC Specs | Ref#494745,https://abudhabi.dubizzle.com/motors/used-cars/toyota/urban-cruiser/2026/7/12/aed-806month-2023-toyota-urban-cruiser-gcc-3-653---c75708e1cc0c401fad8e0a01009fbc93/,,Mussafah,toyota,urban cruiser,2023,3,109309,36436.33,SUV,4.0,,Automatic,Petrol,GCC,,Dealer,Abu Dhabi,53000,10.87804719253426,,
16722869,AED 1186/month | 2022 Toyota Corolla Cross GLI Hybrid | GCC Specs | Ref#418191,https://abudhabi.dubizzle.com/motors/used-cars/toyota/corolla-cross/2026/1/27/aed-1186month-2022-toyota-corolla-cross-hy-3-860---c0ed381df84b433f9d360ffc86bc7ea7/,,Mussafah,toyota,corolla cross,2022,4,87109,21777.25,SUV,4.0,,Automatic,Hybrid,GCC,,Dealer,Abu Dhabi,78000,11.26446410567173,,
16811619,AED 3723/month | 2024 Toyota Land Cruiser  | GCC Specs | Ref#451934,https://abudhabi.dubizzle.com/motors/used-cars/toyota/land-cruiser/2026/4/21/aed-4027month-2024-toyota-land-cruiser-gcc-3-173---23ac02ed05754f98967dacde86826910/,,Mussafah,toyota,land cruiser,2024,2,64096,32048.0,SUV,6.0,,Automatic,Petrol,GCC,,Dealer,Abu Dhabi,245000,12.409013489526863,,
16881229,AED 1641/month | 2025 Toyota Hilux  | GCC Specs | Ref#481284,https://abudhabi.dubizzle.com/motors/used-cars/toyota/hilux/2026/6/21/aed-1702month-2025-toyota-hilux-gcc-specs--3-073---407bbfd94a2f4cdc96354fdc447ad047/,,Al Shamkha,toyota,hilux,2025,1,15668,15668.0,Pick Up Truck,4.0,,Automatic,Petrol,GCC,,Dealer,Abu Dhabi,108000,11.589886506106357,,
16906035,Toyota Camry Sport 2019 | GCC Specs | Excellent Condition,https://abudhabi.dubizzle.com/motors/used-cars/toyota/camry/2026/7/11/toyota-camry-sport-2019-gcc-specs-excellen-3-316---9226080ccd454f4f85e1f558faedea58/,,Al Bateen,toyota,camry,2019,7,120000,17142.86,Sedan,6.0,,Automatic,Petrol,GCC,,Owner,Abu Dhabi,65000,11.082142548877775,,
16666218,|| TOYOTA RAV-4 EXR || 2021 || 101000 KM || GCC,https://abudhabi.dubizzle.com/motors/used-cars/toyota/rav-4/2025/12/10/toyota-rav-4-exr-2021-101000-km-gcc-3-583---a66b96b6094645b18f7cdd2e3538ef4f/,,ICAD V,toyota,rav 4,2021,5,101000,20200.0,SUV,4.0,,Automatic,Petrol,GCC,,Dealer,Abu Dhabi,74500,11.218554404367652,,
16905284,Toyota Fortuner GXR 2015 GCC Specs - Reliable 7-Seater SUV,https://abudhabi.dubizzle.com/motors/used-cars/toyota/fortuner/2026/7/11/toyota-fortuner-gxr-2015-gcc-specs-reliabl-3-974---8fa2a380d2e54b739c36ae0800c23c34/,,Abu Dhabi,toyota,fortuner,2015,11,262000,23818.18,SUV,6.0,,Automatic,Petrol,GCC,,Owner,Abu Dhabi,52000,10.858998997563564,,
16897627,AED 608/month | 2023 Toyota Rush  | GCC Specs | Ref#488582,https://abudhabi.dubizzle.com/motors/used-cars/toyota/rush/2026/7/11/aed-608month-2023-toyota-rush-gcc-specs-re-3-813---b01cb7fb98204ec4a52deed7d3d963be/,,Mussafah,toyota,rush,2023,3,152884,50961.33,SUV,4.0,,Automatic,Petrol,GCC,,Dealer,Abu Dhabi,40000,10.596634733096073,,
16749541,Inspected Car | 2015 Toyota Corolla  | GCC Specs | Ref#320587,https://abudhabi.dubizzle.com/motors/used-cars/toyota/corolla/2026/7/11/aed-2056month-2015-toyota-corolla-gcc-spec-3-899---44f1d9cd3c4b434fbc0995aafa2a3324/,,Mussafah,toyota,corolla,2015,11,150366,13669.64,Sedan,4.0,,Automatic,Petrol,GCC,,Dealer,Abu Dhabi,24000,10.085809109330082,,
16886106,Inspected Car | 2010 Toyota Prado TXL | GCC Specs | Ref#484768,https://abudhabi.dubizzle.com/motors/used-cars/toyota/prado/2026/7/10/inspected-car-2010-toyota-prado-txl-gcc-sp-3-273---631a173c6cac413bae505d0964d83ffc/,,Mussafah,toyota,prado,2010,16,281034,17564.62,SUV,6.0,,Automatic,Petrol,GCC,,Dealer,Abu Dhabi,42500,10.657259354912508,,
16904427,Toyota Prado GX 2007 GCC Specs - Well Maintained SUV,https://abudhabi.dubizzle.com/motors/used-cars/toyota/prado/2026/7/10/toyota-prado-gx-2007-gcc-specs-well-mainta-3-140---eb150df50fda4b01bdf8e5a8b9c6e5b6/,,Al Nahyan,toyota,prado,2007,19,350000,18421.05,SUV,4.0,,Automatic,Petrol,GCC,,Owner,Abu Dhabi,35000,10.46310334047155,,
16884656,AED 525/month | 2021 Toyota Yaris  | GCC Specs | Ref#485480,https://abudhabi.dubizzle.com/motors/used-cars/toyota/yaris/2026/7/10/aed-547month-2021-toyota-yaris-gcc-specs-r-3-785---60856b8954514585a896f544019b9d37/,,Mussafah,toyota,yaris,2021,5,71963,14392.6,Sedan,4.0,,Automatic,Petrol,GCC,,Dealer,Abu Dhabi,34499,10.448685617092117,,
16903736,AED 1140/month | 2022 Toyota Rav 4  | GCC Specs | Ref#490170,https://abudhabi.dubizzle.com/motors/used-cars/toyota/rav-4/2026/7/10/aed-1140month-2022-toyota-rav-4-gcc-specs--3-081---4a97af5b101846d885a8191a011cd23c/,,Mussafah,toyota,rav 4,2022,4,85192,21298.0,SUV,4.0,,Automatic,Petrol,GCC,,Dealer,Abu Dhabi,75000,11.225243392518447,,
16648278,AED 1520/month | 2024 Toyota Fortuner  | GCC Specs | Ref#397230,https://abudhabi.dubizzle.com/motors/used-cars/toyota/fortuner/2025/11/24/aed-1672month-2024-toyota-fortuner-exr-gcc-3-844---35c2bd7680844bdbbf6b89898edefc41/,,Mussafah,toyota,fortuner,2024,2,33616,16808.0,SUV,4.0,,Automatic,Petrol,GCC,,Dealer,Abu Dhabi,100000,11.512925464970229,,
16803131,AED 2529/month | 2017 Toyota Land Cruiser  | GCC Specs | Ref#450090,https://abudhabi.dubizzle.com/motors/used-cars/toyota/land-cruiser/2026/4/13/aed-3083month-2017-toyota-land-cruiser-gcc-3-644---2df0a69c3b9a45a696caf1a9044a8942/,,Mussafah,toyota,land cruiser,2017,9,233585,25953.89,SUV,6.0,,Automatic,Petrol,GCC,,Dealer,Abu Dhabi,105000,11.56171562913966,,
16903935,Toyota Corolla XLI 2014 | GCC Specs | Reliable  Fuel Efficient,https://abudhabi.dubizzle.com/motors/used-cars/toyota/corolla/2026/7/9/toyota-corolla-xli-2014-gcc-specs-reliable-3-470---dc2842deb22944138d4c997c2a28c209/,,Al Muroor,toyota,corolla,2014,12,292540,24378.33,Sedan,4.0,,Automatic,Petrol,GCC,,Owner,Abu Dhabi,24000,10.085809109330082,,
16903869,2023 Toyota Camry Grande GCC Specs - Pristine Condition,https://abudhabi.dubizzle.com/motors/used-cars/toyota/camry/2026/7/9/2023-toyota-camry-grande-gcc-specs-pristin-3-350---6e35905cb45344ce8cdf6eaa39294865/,,Al Zaab,toyota,camry,2023,3,155000,51666.67,Sedan,6.0,,Automatic,Petrol,GCC,,Owner,Abu Dhabi,84000,11.33857207782545,,
16903712,Toyota Land Cruiser GXR Grand Touring 2021 | GCC Specs | Pristine Condition,https://abudhabi.dubizzle.com/motors/used-cars/toyota/land-cruiser/2026/7/9/toyota-land-cruiser-gxr-grand-touring-2021-3-214---801ca90a0de74750b35fb31c718c9aec/,,ICAD V,toyota,land cruiser,2021,5,106000,21200.0,SUV,6.0,,Automatic,Petrol,GCC,,Dealer,Abu Dhabi,189000,12.14950229404178,,
16781381,AED 2409/month | 2017 Toyota Prado  | GCC Specs | Ref#442397,https://abudhabi.dubizzle.com/motors/used-cars/toyota/prado/2026/3/23/aed-2529month-2017-toyota-prado-gcc-specs--3-230---1652f89a1efe42e49e2235ed49d277e1/,,Baniyas,toyota,prado,2017,9,123053,13672.56,SUV,4.0,,Automatic,Petrol,GCC,,Dealer,Abu Dhabi,100000,11.512925464970229,,
16766327,AED 3343/month | 2024 Toyota Land Cruiser EXR 4.0L | GCC Specs | Ref#429918,https://abudhabi.dubizzle.com/motors/used-cars/toyota/land-cruiser/2026/3/6/aed-3419month-2024-toyota-land-cruiser-exr-3-947---cbaa01382a654255a9291e5b00bf0b63/,,Mussafah,toyota,land cruiser,2024,2,84336,42168.0,SUV,6.0,,Automatic,Petrol,GCC,,Dealer,Abu Dhabi,220000,12.301382825334498,,
16900943,AED 2992/month | 2016 Toyota Prado  | GCC Specs | Ref#487854,https://abudhabi.dubizzle.com/motors/used-cars/toyota/prado/2026/7/8/aed-2992month-2016-toyota-prado-gcc-specs--3-710---bc23e443498a4f209f413a0190dda18f/,,Mussafah,toyota,prado,2016,10,180965,18096.5,SUV,6.0,,Automatic,Petrol,GCC,,Dealer,Abu Dhabi,85000,11.350406535472453,,
16901469,Toyota Yaris 2010 GCC Specs - Reliable  Fuel Efficient,https://abudhabi.dubizzle.com/motors/used-cars/toyota/yaris/2026/7/7/toyota-yaris-2010-gcc-specs-reliable-fuel--3-585---cbeac234d9674802b2c103e062d555d2/,,Mussafah East,toyota,yaris,2010,16,290000,18125.0,Hatchback,4.0,,Automatic,Petrol,GCC,,Owner,Abu Dhabi,12000,9.392661928770137,,
16900335,Toyota Camry XLI 2004 GCC Specs,https://abudhabi.dubizzle.com/motors/used-cars/toyota/camry/2026/7/6/toyota-camry-xli-2004-gcc-specs-3-780---b7b109fad7d545d59505ec4809695ccd/,,Al Markaziya,toyota,camry,2004,22,310000,14090.91,Sedan,4.0,,Automatic,Petrol,GCC,,Owner,Abu Dhabi,14000,9.546812608597396,,
16899677,Toyota Camry 2004 GCC Specs – Excellent Family Car (Direct from the Owner),https://abudhabi.dubizzle.com/motors/used-cars/toyota/camry/2026/7/6/toyota-camry-2004-gcc-specs-excellent-fami-3-567---3408198241e34834b0c8600292b128cb/,,Al Falah Street,toyota,camry,2004,22,291000,13227.27,Sedan,4.0,,Automatic,Petrol,GCC,,Owner,Abu Dhabi,13000,9.472704636443673,,
16898621,AED 1149/month | 2018 Toyota Fortuner  | GCC Specs | Ref#490537,https://abudhabi.dubizzle.com/motors/used-cars/toyota/fortuner/2026/7/5/aed-1149month-2018-toyota-fortuner-gcc-spe-3-214---24e5dfc848af449d9d41ab71a991ddd9/,,Mussafah,toyota,fortuner,2018,8,278070,34758.75,SUV,4.0,,Automatic,Petrol,GCC,,Dealer,Abu Dhabi,62000,11.03488966402723,,
16893596,AED 471/month | 2019 Toyota Corolla  | GCC Specs | Ref#489591,https://abudhabi.dubizzle.com/motors/used-cars/toyota/corolla/2026/7/1/aed-471month-2019-toyota-corolla-gcc-specs-3-354---7579fb83a26b46c1ad8468cb89e13d24/,,Mussafah,toyota,corolla,2019,7,211457,30208.14,Sedan,4.0,,Automatic,Petrol,GCC,,Dealer,Abu Dhabi,31000,10.341742483467284,,
16898786,AED 2690/month | 2021 Toyota Land Cruiser  | GCC Specs | Ref#468334,https://abudhabi.dubizzle.com/motors/used-cars/toyota/land-cruiser/2026/7/5/aed-2690month-2021-toyota-land-cruiser-gcc-3-791---552cda5e79ab43358ebc350b5d4ab3fb/,,Mussafah,toyota,land cruiser,2021,5,177519,35503.8,SUV,8.0,,Automatic,Petrol,GCC,,Dealer,Abu Dhabi,177000,12.083905011555967,,
16878384,AED 730/month | 2022 Toyota Corolla  | GCC Specs | Ref#482680,https://abudhabi.dubizzle.com/motors/used-cars/toyota/corolla/2026/6/19/aed-730month-2022-toyota-corolla-gcc-specs-3-225---3705b0a929054f1099015888bf3fcfe8/,,Mussafah,toyota,corolla,2022,4,80652,20163.0,Sedan,4.0,,Automatic,Petrol,GCC,,Dealer,Abu Dhabi,48000,10.778956289890028,,
16895389,Toyota Camry GL 2014 GCC Specs,https://abudhabi.dubizzle.com/motors/used-cars/toyota/camry/2026/7/2/toyota-camry-gl-2014-gcc-specs-3-359---a9c5e6636a9b481f96e198050cf97ccd/,,Al Nahyan,toyota,camry,2014,12,92000,7666.67,Sedan,4.0,,Automatic,Petrol,GCC,,Owner,Abu Dhabi,27000,10.203592144986466,,
16892724,Toyota Previa S 2019 GCC Specs,https://abudhabi.dubizzle.com/motors/used-cars/toyota/previa/2026/6/30/toyota-previa-s-2019-gcc-specs-3-579---8db25f36bece42f39f3a29eb9c18a041/,,M-21,toyota,previa,2019,7,117000,16714.29,Van,4.0,,Automatic,Petrol,GCC,,Dealer,Abu Dhabi,42000,10.645424897265505,,
16891045,Toyota Rush EX 2022 GCC Specs,https://abudhabi.dubizzle.com/motors/used-cars/toyota/rush/2026/6/29/toyota-rush-ex-2022-gcc-specs-3-124---fc89ddc93a9441488a1f75537f66e312/,,Mohamed Bin Zayed City,toyota,rush,2022,4,86000,21500.0,SUV,4.0,,Automatic,Petrol,GCC,,Dealer,Abu Dhabi,37000,10.51867319162636,,
16890954,**Special offer** PRADO 5 DR P 4.0L AT GXR RA,https://abudhabi.dubizzle.com/motors/used-cars/toyota/prado/2026/6/29/special-offer-prado-5-dr-p-40l-at-gxr-ra-3-970---acd3f894001540a99c87ae619dd71902/,,Mussafah East,toyota,prado,2023,3,61153,20384.33,SUV,4.0,,Automatic,Petrol,GCC,,Dealership/Certified Pre-Owned,Abu Dhabi,157900,11.969717200243734,,
16890919,**Special offer** RAIZE 5 DR 4X2 P 1.2L CVT E RA,https://abudhabi.dubizzle.com/motors/used-cars/toyota/raize/2026/6/29/special-offer-raize-5-dr-4x2-p-12l-cvt-e-r-3-782---818184e9bda54b04bab7ba118cc7e354/,,Mussafah East,toyota,raize,2024,2,18858,9429.0,SUV,3.0,,Automatic,Petrol,GCC,,Dealership/Certified Pre-Owned,Abu Dhabi,56900,10.949050620114422,,
16834023,AED 2279/month | 2022 Toyota Prado  | GCC Specs | Ref#464935,https://abudhabi.dubizzle.com/motors/used-cars/toyota/prado/2026/5/10/aed-2279month-2022-toyota-prado-gcc-specs--3-377---f51ff86050f04cfebc0a17a1055eff6e/,,Al Reem Island,toyota,prado,2022,4,35095,8773.75,SUV,6.0,,Automatic,Petrol,GCC,,Dealer,Abu Dhabi,150000,11.918390573078392,,
16870268,"3,525 P.M |  RX 350 Platinum | 0% Downpayment | Lexus RX 350 Platinum",https://dubai.dubizzle.com/motors/used-cars/lexus/rx-series/2026/6/12/3525-pm-rx-350-platinum-0-downpayment-lexu-2-067---9df388296bd146079c79e558ed04b033/,,Al Quoz,lexus,rx-series,2023,3,69000,23000.0,SUV,4.0,,Automatic,Petrol,GCC,,Dealer,Dubai,179999,12.100706574301359,,
16657873,"AED 2,011 P.M • 0% Downpayment • Lexus UX200 F-Sport • 1 Year Warranty",https://dubai.dubizzle.com/motors/used-cars/lexus/ux-series/2025/12/3/2394-pm-0-downpayment-lexus-ux200-f-sport--2-036---a495d41ad445414dad48056047abee72/,,Sheikh Zayed Road,lexus,ux-series,2023,3,87501,29167.0,SUV,4.0,,Automatic,Petrol,GCC,,Dealer,Dubai,104950,11.56123932524878,,
16905882,Brand New 2025 Lexus LX 700h Signature | GCC Specs | Hybrid Luxury,https://dubai.dubizzle.com/motors/used-cars/lexus/lx-series/2026/7/11/brand-new-2025-lexus-lx-700h-signature-gcc-2-795---0a8f688d1eff4b5098225efde09b7d5c/,,Ras Al Khor Industrial,lexus,lx-series,2025,1,0,0.0,SUV,6.0,,Automatic,Hybrid,GCC,,Dealer,Dubai,617000,13.332624302887524,,
16835556,Lexus Service History / 2 Keys | Lexus ES350 F-Sport 2020 GCC Specifications (Single Owner),https://dubai.dubizzle.com/motors/used-cars/lexus/es-series/2026/5/11/lexus-service-history-2-keys-lexus-es350-f-2-423---171d4ded42a943018bc0a05130130505/,,France Cluster,lexus,es-series,2020,6,130000,21666.67,Sedan,6.0,,Automatic,Petrol,GCC,,Owner,Dubai,92000,11.429543856031177,,
16905591,"AED 2,994/month | 0 DP | Manufacturer Warranty | Service History | 30 Day Return | LEXUS RX350 2024",https://dubai.dubizzle.com/motors/used-cars/lexus/rx-series/2026/7/11/aed-2994month-0-dp-manufacturer-warranty-s-2-349---3b7e897a1b9640f6b493dbc0e6dd34ef/,,Barsha Heights (Tecom),lexus,rx-series,2024,2,28344,14172.0,SUV,4.0,,Automatic,Petrol,GCC,,Dealer,Dubai,196999,12.19095393156511,,
16879582,Lexus GX 460 Platinum 2019 | GCC Specs | Pristine Condition,https://dubai.dubizzle.com/motors/used-cars/lexus/gx-series/2026/6/20/lexus-gx-460-platinum-2019-gcc-specs-prist-2-732---538c563afa704ab291320eaae55561cf/,,Al Barsha,lexus,gx-series,2019,7,127000,18142.86,SUV,8.0,,Automatic,Petrol,GCC,,Owner,Dubai,135000,11.813030057420567,,
16906086,Lexus ES 300h Platinum 2023 GCC Specs - Pristine Condition,https://dubai.dubizzle.com/motors/used-cars/lexus/es-series/2026/7/11/lexus-es-300h-platinum-2023-gcc-specs-pris-2-460---d9468580bd0e4db1aa62ea5dc77f2495/,,Ras Al Khor Industrial 2,lexus,es-series,2023,3,169000,56333.33,Sedan,4.0,,Automatic,Hybrid,GCC,,Dealer,Dubai,79000,11.27720313144916,,
16771998,2010 Lexus LS460,https://dubai.dubizzle.com/motors/used-cars/lexus/ls-series/2026/3/11/2020-lexus-ls460-2-330---444b684eb42b4302a60288a739368e64/,,Al Warqaa 4,lexus,ls-series,2010,16,200000,12500.0,Sedan,8.0,,Automatic,Petrol,American,,Dealer,Dubai,17999,9.798071479779479,,
